teff,prot,area,moment,BpmRp_interp
6485.041191734968,0.2378023064682253,115,2099.652173913039,0.594809920212805
6488.261139340275,0.4512173625548108,9,64.2222222222222,0.5937987857004994
6442.318135320096,7.0642329702585185,110,1925.2090909090866,0.6083260933981004
6448.2763439597975,0.8693057126437083,42,464.95238095238085,0.6064299302076788
6411.333869966963,0.7945828842784906,72,1063.1527777777767,0.618207494642866
6419.591599447714,1.6981454942997516,6,8.166666666666666,0.615586064282899
6415.245426036792,1.9291441194416592,8,12.0,0.6169683172640398
6374.87257945891,1.4059695443544769,112,1995.4821428571433,0.6295373533327758
6318.615503867302,1.8576043351630176,72,911.2222222222233,0.6462352353332226
6287.467927755697,0.8793125540170301,114,2063.938596491232,0.6550766500741445
6310.937264174674,1.6629164155939122,1,0.0,0.6484405276884274
6295.291039895355,1.7162652025644023,3,4.0,0.6528795310501185
6257.559158895232,1.9127284250064849,98,1578.3775510204114,0.6641335503604132
6253.785083821053,2.705848081399454,24,185.58333333333337,0.6653601725975209
6188.375173986685,2.4894833761190918,108,1855.0,0.6888282924418214
6196.198286126343,2.2584749180056694,3,2.666666666666667,0.6861884097832384
6163.50789313038,2.094440678918652,97,1555.0515463917511,0.6954821471954095
6153.171169358219,2.369647723108736,4,7.75,0.6974702113552768
6062.571073362439,2.1644893830674667,111,1960.3423423423471,0.717360440259252
6030.761782560344,2.8839505020166847,111,1961.1531531531568,0.7431046306846855
5994.7928309830095,2.315516413301633,115,2099.652173913041,0.7695859551881742
5979.146606703692,4.263725668022617,115,2099.652173913041,0.7748122870512059
5951.074105750364,3.5962236523473123,108,1855.0000000000007,0.7757123472581193
5941.2393362033645,3.2368265767729514,70,834.0714285714283,0.7764691386742684
5913.617993081694,1.0207511925235906,110,1927.3181818181765,0.7847026390469239
5903.5393862732,2.730920824295453,70,1005.0285714285716,0.7899501504864856
5899.277944982558,2.9980005592567256,102,1687.2745098039215,0.792524629110697
5897.9359855564535,3.4100594812440708,53,671.3584905660379,0.7933450887419438
5858.547178241422,3.2535753229837194,112,1995.4821428571381,0.8113442569121153
5852.5028927906615,3.5138803822619233,10,43.30000000000001,0.8130650961202708
5780.939036334719,1.4723268519778865,111,1960.342342342342,0.8214594696089143
5732.026965839916,4.023279438342192,108,1855.0000000000007,0.8297918936840917
5726.811557746809,4.942797478626284,109,1892.0,0.8307598219501147
5708.054388289147,4.396479004283773,114,2063.9385964912285,0.8341093462953925
5697.257578552541,3.9034425562103903,3,2.666666666666667,0.8359865561879817
5679.872884908855,4.607111630570241,5,7.200000000000001,0.8410487959660781
5655.14626261029,3.993275091493517,112,1995.4821428571365,0.852049552653817
5637.431903453948,4.551824277775534,109,1890.6972477064248,0.8584304302584446
5601.641763512267,4.436758348913696,1,0.0,0.8669391467072403
5596.42635541916,4.5833605795172785,2,0.5,0.8679003610253905
5596.42635541916,4.503403771619292,2,0.5,0.8679003610253905
5537.706448228029,5.013532451745063,112,1995.4821428571427,0.8773677106966464
5532.172527712095,5.242919435296306,25,229.99999999999997,0.8792014402313599
5482.40509408089,5.467975991239396,109,1890.697247706424,0.9036192423149612
5472.234450202075,0.690576749745393,112,1996.4910714285752,0.9081273160156704
5433.0663148254225,4.008649404090356,62,900.1451612903221,0.9218669145468941
5384.064420428056,4.066907126193433,110,1926.163636363633,0.934115430426211
5374.137205072458,5.3647086273473885,111,1960.342342342342,0.9372116031872237
5370.473628866914,5.714500008876728,108,1855.9074074074067,0.93842510868018
5343.060542500989,5.963249787943431,81,1238.7901234567914,0.9487180660819028
5344.565606256253,6.207270089802075,72,1010.194444444444,0.948097439821162
5314.794318391439,6.849599940653119,108,1855.0,0.9615718848388716
5297.042791762611,5.3675150020363525,109,1890.9174311926597,0.9707105471794966
5253.530657991088,5.896510365671962,75,1086.853333333335,0.9950133098286988
5233.236126314767,6.156871589866278,116,2135.7931034482754,1.001326477239237
5214.011386073736,4.679946034804459,108,1855.9074074074067,1.000851549929633
5210.486156529321,5.877087100373181,1,0.0,1.0000830414797721
5205.270748436215,5.957058657728442,3,2.0,0.9985587420743183
5177.866149546986,0.8399004539511346,110,1926.8727272727251,1.0033179052038304
5061.148533720476,7.0966127890334025,112,1995.4821428571427,1.0827852926121457
5033.1622813637205,6.690482795550102,108,1855.0,1.1078429143581814
5000.88313397666,7.801685579872536,111,1962.0540540540565,1.155737251660403
4915.815599268836,6.704140792988494,108,1855.0,1.2107446912307194
4901.404603222098,7.27720533800337,114,2066.605263157894,1.208099429909872
4863.049274779021,6.132540902832838,115,2099.652173913041,1.2056094830634203
4846.4882601573245,0.31787686506672586,111,1960.3423423423474,1.20705328814487
4826.408603387021,8.480577016275607,112,1995.4285714285688,1.210841569454219
4819.330549546376,7.557286275526618,109,1892.0,1.2127093256155215
4799.464585991727,7.948403936178565,110,1925.2090909090866,1.2194340595469124
4736.9646902021,8.45361172438877,111,1960.34234234234,1.2518761911755254
4736.658585615063,7.848583967786611,101,1640.1386138613889,1.252037628530363
4650.493565732284,8.486474194087412,110,1926.090909090912,1.28994151706667
4633.817568690723,0.2398926589563466,114,2063.877192982456,1.297095259618787
4617.784001237238,7.197754488242463,45,579.5555555555551,1.3065520796272196
4593.399070953028,6.983302295922339,50,635.1999999999992,1.325783361105418
4574.206369170396,7.292910567168951,110,1927.6727272727273,1.3450343389398376
4557.884073471603,8.328967227867341,108,1857.5925925925928,1.362899221158341
4549.209998850287,0.5650709922496091,111,1960.3423423423403,1.3715398299634793
4495.1202628405135,0.3673335183733606,61,835.999999999999,1.410698570276014
4505.866538984871,0.6000923941066283,29,326.5517241379308,1.4049386253359109
4488.786442023852,8.603182117171835,111,1960.3423423423426,1.4136243175525982
4432.0399324895725,7.914617689609351,112,1995.4821428571483,1.4370098261947681
4409.921014237561,7.305247549579238,112,1992.0,1.4500509959040728
4407.983179120397,6.435631050404552,109,1892.4036697247727,1.451312065895818
4345.809083219156,3.92383215279876,111,1960.3423423423428,1.4990157289672092
4337.539607323781,7.4842145408610845,111,1960.3423423423453,1.504911043251845
4309.405876443157,0.4486298012014309,110,1926.6363636363672,1.5225098964996406
4271.7126997702535,0.5347505413813991,11,94.72727272727272,1.5409120599673427
4247.609056961576,8.417298294817098,111,1960.34234234234,1.5597111030281066
4249.52350897413,5.346759368932871,110,1926.8727272727256,1.5578388644256087
4227.7680575042705,0.3939408497391028,108,1863.4074074074008,1.5829668183025234
4181.653777876799,5.007610808031561,112,1995.9285714285681,1.6507976959914004
4178.119830899426,3.934391029547194,110,1927.672727272729,1.6550460875269968
4163.863802138503,0.7857958255683499,109,1890.697247706423,1.6702296837243251
4120.465865070181,6.379778639627816,110,1926.8727272727256,1.6976235255739578
4116.246125794851,4.39637715069507,110,1925.2090909090923,1.6991860145437796
4107.540723274223,6.613143695678389,46,588.9782608695657,1.7021052406637391
4109.513508074659,0.31205706746014883,110,1928.1636363636355,1.701479607670922
4097.9888408105135,10.027845299903158,113,2030.7964601769968,1.704836815960702
4096.38428509245,5.894838649358588,115,2099.652173913041,1.7052472751140961
4048.919948592937,11.18683889017692,110,1926.1636363636355,1.7110920422108866
4027.264590813752,4.6258024159696065,108,1857.5925925925924,1.710475308183172
3998.2697684325854,7.574804749335432,114,2063.877192982453,1.721108997829624
4007.559327703212,9.020414498864325,37,456.10810810810824,1.7158610771929073
3991.9433084900706,8.1897619671473,112,1995.428571428572,1.7256765894078996
3994.2154006902215,5.330913767264238,111,1960.3423423423392,1.7239435321531547
3990.080662742533,1.3763049617895255,109,1892.0,1.727174795018947
3983.784584504009,0.5868393308983784,111,1960.34234234234,1.7327556244930624
3977.942985725851,4.2332202633298905,110,1925.2090909090882,1.738646703678082
3970.252271596103,4.820538253237436,106,1799.4056603773627,1.7474492588717623
3968.4463773192792,9.132176510827897,108,1857.6296296296287,1.7496521852573665
3959.973534205058,7.153875210406334,110,1926.636363636367,1.759550309167067
3955.469318124648,5.528964854733777,77,1145.8961038961047,1.7645155458372281
3950.342022316301,3.0104608997404974,113,2030.7964601769904,1.7699169923586031
3950.3307956545373,2.4902901448565427,111,1960.342342342344,1.7699285265024371
3924.8880615787093,0.3103985580323503,108,1855.0,1.792781145947016
3909.2418372993907,1.8925766546384395,116,2135.7931034482726,1.8035716163935025
3903.8356215931226,3.0738433830719405,41,467.07317073170685,1.806744837615319
3891.983577791296,3.819868600348887,110,1925.2090909090923,1.8153988764078615
3900.897184350421,2.866419031341396,10,67.80000000000001,1.8085893611607577
3884.50388810101,3.4204244059911653,111,1960.396396396398,1.82252227333732
3871.5486606264894,5.08566688976504,110,1926.8727272727317,1.8379032057027624
3861.937170911045,7.78840845971852,114,2063.8771929824634,1.8518073019055064
3845.4635840930187,3.029154643298801,59,809.6610169491528,1.880577190673657
3827.075453432549,2.7893362222368068,110,1926.8727272727256,1.918913331562257
3815.9987980131855,6.9526441006022095,111,1960.3423423423426,1.9410081295147337
3792.701172818896,4.602756920352234,110,1928.227272727276,1.982079670339938
3789.4439134007484,0.7657358383773563,100,1661.4199999999978,1.9872386087126468
3778.2223285820414,2.117645106756086,111,1960.342342342351,2.0039159772666393
3773.641226878637,0.4548420632441399,114,2063.938596491224,2.0102361457359037
3724.09484999413,0.3120048122400867,77,1110.883116883117,2.065072710679951
3720.2298600679896,14.586837052681688,112,1995.4821428571447,2.0690664046401697
3718.8794419010246,3.755908115211581,110,1926.8727272727308,2.0704622263377206
3695.044111931655,7.9184011194726756,114,2063.8771929824607,2.095135991351932
3652.2274834267455,1.2127010047196585,109,1892.403669724772,2.1380118458985464
3646.138223760337,0.5187940280410501,57,768.315789473685,2.143374707691958
3638.6749228475846,8.59454119413347,111,1960.342342342342,2.1496373829746362
3636.8298967219844,0.7714407809574944,112,1995.9285714285627,2.1511329089047857
3612.745887206319,1.3027457309853825,20,181.75000000000003,2.168738850079404
3585.252229137123,3.7017198099101836,111,1960.342342342351,2.1890200361616046
3583.470222602953,2.7777993394518194,109,1890.9174311926665,2.1910424072940855
3553.950627528129,3.0607849274783323,77,1080.2077922077915,2.240968052564214
3557.201791014741,1.139112503193143,110,1927.6727272727303,2.233951412107905
3534.5559400841494,2.2416878361441017,114,2065.447368421046,2.2906325037134687
3541.555566735423,2.7587880770393376,17,140.47058823529414,2.2711662119835068
3514.4512489182207,1.4349928288176166,66,730.9242424242433,2.352267606076642
3503.138498192455,0.2651877841143921,112,1995.4821428571488,2.3824387293007208
3521.737015981621,1.0044976928623903,5,12.8,2.330419139457804
3511.950456089263,0.58749574427803,34,277.20588235294133,2.3593303484817305
3488.320815658945,2.7002527884107685,111,1960.3423423423471,2.4150502397561215
3488.174330958928,2.2102158506158847,34,444.2352941176465,2.4153335264529034
3465.4893317171045,0.5555911703242558,53,613.6603773584902,2.449964450343158
3465.4719663183496,2.0102312563361253,85,1271.364705882351,2.4499839274474273
3475.36000247677,1.596445906323975,39,346.66666666666674,2.437152313969599
3464.869751440494,13.785902327229902,27,296.29629629629625,2.4506527179514475
3460.083803416905,4.014825922942636,103,1743.8834951456267,2.455507726381219
3451.915740135165,5.5241585309791805,112,1996.4910714285668,2.4620597421388264
3470.857812584432,2.3875982223218504,9,15.111111111111114,2.4434273353096883
3473.7552615250456,0.4449357325834491,3,2.0,2.43947190217326
3446.597550914098,4.399633034801827,111,1960.3423423423417,2.465932965055438
3444.2407929981514,1.350590623887026,44,476.8636363636367,2.4676188830676526
3444.5489762036523,0.6795582993782787,15,142.0,2.467399487387734
3442.826678647325,0.273333000390231,86,1328.7906976744155,2.46862148421445
3429.424292733645,2.3162242269307374,92,1484.0760869565215,2.4777888528979553
3423.9853671508354,1.5553338742163267,70,1011.1428571428547,2.4813363236198684
3424.1247651551666,1.8269819243151613,93,1457.1182795698926,2.4812466487972396
3381.862540167753,6.84999536968693,113,2030.7964601769904,2.505431940485447
3391.081385086181,1.295574353660701,54,487.3518518518511,2.50066999138281
3390.0633010662623,0.32947021362195983,85,1216.9176470588254,2.5012099570189372
3375.7151589307878,2.4348415759466864,109,1892.311926605508,2.508448045281531
3405.9549563146684,0.15195251323543602,1,0.0,2.492382838839036
3395.524140128457,0.5650921862895757,2,0.5,2.498272755627087
3372.489421050573,2.2020508691929503,12,45.833333333333314,2.5099797102342998
3379.877915849139,4.45192570748009,12,26.666666666666664,2.5064195932871294
3380.920997467761,1.5006281371763706,10,30.0,2.505902157510615
3360.6210244284407,1.4908447087072505,13,41.07692307692306,2.5153130405483966
3344.239293879582,3.7679515834220614,6,12.166666666666668,2.521894125798333
3325.73249728253,0.28204862620045645,55,725.09090909091,2.5287176560751234
3316.8918334939362,0.4269277798220088,13,81.69230769230771,2.53536957477233
3312.077610638762,0.5520020429563424,1,0.0,2.540604883809683
3293.8236823128914,0.8852070322984141,4,2.0,2.57078739815885
3265.8839960998243,0.8465767989800383,21,167.52380952380958,2.6486528864224907
3252.1004175680437,0.978607970504278,2,0.5,2.7011774097331522
3090.9031332166514,2.000967960154087,76,983.4605263157907,3.1408844867335883
3073.8868551395008,2.5779345699858656,85,1269.7647058823536,3.1619876431371305
3069.039593500025,1.5494842394603197,5,6.4,3.1681763061708406
